"API Key","API Key"
"Credentials","Credentials"
"Crop","Crop"
"Effects","Effects"
"Enable","Enable"
"Fill","Fill"
"Filters","Filters"
"Free","Free"
"Need an account? <a href=""http://www.thumbr.io/signup"" target=""_blank"">Create one!</a>","Need an account? <a href=""http://www.thumbr.io/signup"" target=""_blank"">Create one!</a>"
"No","No"
"None","None"
"Paid","Paid"
"Secret Key","Secret Key"
"Service","Service"
"Smart Crop","Smart Crop"
"Type","Type"
"Yes","Yes"
